epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3061.99,1.17916,0.61263,1.04271,0.91082,0.8696,0.93657,0.64056,1.11504,0.51906,1.06287,0.00064162,0.00064162,0.00064162
183,3078.85,1.17851,0.6094,1.04051,0.90809,0.87316,0.93638,0.64051,1.11423,0.51835,1.06378,0.00063964,0.00063964,0.00063964
184,3095.68,1.17342,0.61072,1.04528,0.90693,0.87824,0.9365,0.64049,1.11332,0.51704,1.06328,0.00063766,0.00063766,0.00063766
185,3112.31,1.17006,0.60993,1.0447,0.9072,0.87536,0.93708,0.64076,1.11461,0.51733,1.06251,0.00063568,0.00063568,0.00063568
186,3128.97,1.17998,0.60979,1.04056,0.90464,0.88046,0.93706,0.64127,1.11567,0.51713,1.06213,0.0006337,0.0006337,0.0006337
187,3145.74,1.17304,0.6058,1.03878,0.90837,0.87943,0.93737,0.64085,1.11408,0.51828,1.06097,0.00063172,0.00063172,0.00063172
188,3162.44,1.17816,0.60831,1.04299,0.90976,0.87666,0.93681,0.6414,1.11327,0.51612,1.06158,0.00062974,0.00062974,0.00062974
189,3179.26,1.16138,0.60426,1.04342,0.91145,0.87733,0.93681,0.64056,1.11697,0.51622,1.06245,0.00062776,0.00062776,0.00062776
190,3196.02,1.16975,0.60613,1.04318,0.90597,0.87629,0.93579,0.64021,1.11704,0.51587,1.06444,0.00062578,0.00062578,0.00062578
191,3212.54,1.17509,0.60704,1.04019,0.90546,0.87927,0.93633,0.63991,1.11531,0.51452,1.06499,0.0006238,0.0006238,0.0006238
192,3229.16,1.17028,0.60517,1.04141,0.90198,0.8794,0.93437,0.63954,1.11641,0.51469,1.06522,0.00062182,0.00062182,0.00062182
193,3245.78,1.17435,0.60884,1.0436,0.904,0.87882,0.9344,0.64002,1.11487,0.51392,1.06518,0.00061984,0.00061984,0.00061984
194,3262.81,1.17291,0.60695,1.04125,0.90805,0.87475,0.93503,0.63914,1.11597,0.5131,1.06489,0.00061786,0.00061786,0.00061786
195,3279.58,1.17219,0.60589,1.038,0.9053,0.87775,0.93542,0.639,1.11472,0.514,1.06417,0.00061588,0.00061588,0.00061588
196,3296.29,1.17637,0.60704,1.04027,0.90548,0.8784,0.93525,0.63934,1.11276,0.51317,1.06292,0.0006139,0.0006139,0.0006139
197,3313.08,1.16952,0.60276,1.04276,0.90617,0.87745,0.93516,0.63929,1.11577,0.51361,1.06434,0.00061192,0.00061192,0.00061192
198,3330.06,1.1683,0.60604,1.04102,0.90682,0.8769,0.93532,0.63936,1.11542,0.51588,1.06395,0.00060994,0.00060994,0.00060994
199,3346.79,1.16887,0.6062,1.0438,0.90615,0.8769,0.93534,0.63937,1.11635,0.51521,1.06347,0.00060796,0.00060796,0.00060796
200,3363.66,1.17298,0.60746,1.0407,0.90523,0.87771,0.93495,0.63851,1.11538,0.5142,1.06306,0.00060598,0.00060598,0.00060598
201,3380.4,1.1679,0.60498,1.03969,0.9052,0.87915,0.93551,0.63911,1.11609,0.51393,1.06443,0.000604,0.000604,0.000604
202,3397.23,1.17231,0.60512,1.03766,0.90513,0.87804,0.93426,0.63907,1.11511,0.51631,1.06397,0.00060202,0.00060202,0.00060202
203,3414.15,1.1642,0.60322,1.04016,0.90583,0.8773,0.93405,0.63921,1.11451,0.51675,1.06461,0.00060004,0.00060004,0.00060004
204,3430.91,1.16455,0.60251,1.038,0.90362,0.87805,0.93477,0.63968,1.11668,0.51505,1.06595,0.00059806,0.00059806,0.00059806
205,3447.5,1.16484,0.6035,1.04004,0.90516,0.87822,0.93556,0.64018,1.11797,0.51611,1.06645,0.00059608,0.00059608,0.00059608
206,3464.33,1.16608,0.60182,1.03993,0.90839,0.87648,0.93565,0.64042,1.11812,0.51518,1.0659,0.0005941,0.0005941,0.0005941
207,3481.17,1.17072,0.60349,1.03903,0.90811,0.87597,0.9356,0.64048,1.11889,0.51515,1.06748,0.00059212,0.00059212,0.00059212
208,3497.95,1.16426,0.60116,1.03991,0.90572,0.87771,0.93599,0.64061,1.12068,0.51436,1.06821,0.00059014,0.00059014,0.00059014
209,3514.93,1.16713,0.60298,1.03817,0.90721,0.87568,0.93648,0.64058,1.11857,0.51597,1.06545,0.00058816,0.00058816,0.00058816
210,3531.63,1.16992,0.60507,1.04057,0.90675,0.87623,0.93594,0.64062,1.11726,0.51586,1.06451,0.00058618,0.00058618,0.00058618
211,3548.4,1.16018,0.59868,1.03705,0.90839,0.87345,0.93557,0.64096,1.11884,0.51525,1.06613,0.0005842,0.0005842,0.0005842
212,3565.29,1.16714,0.59957,1.03914,0.90704,0.87542,0.93539,0.64031,1.11922,0.51658,1.06604,0.00058222,0.00058222,0.00058222
213,3582.01,1.16311,0.60168,1.03835,0.90852,0.87231,0.93543,0.63929,1.11774,0.51675,1.06428,0.00058024,0.00058024,0.00058024
214,3599.02,1.16652,0.59918,1.03669,0.91019,0.87216,0.93592,0.63967,1.11639,0.51638,1.06348,0.00057826,0.00057826,0.00057826
215,3615.89,1.15659,0.60057,1.04071,0.90597,0.87546,0.93563,0.63937,1.11508,0.51503,1.06198,0.00057628,0.00057628,0.00057628
216,3632.78,1.15918,0.59742,1.03563,0.90472,0.87632,0.93615,0.63963,1.11504,0.51492,1.06201,0.0005743,0.0005743,0.0005743
217,3649.41,1.16288,0.5982,1.03841,0.90362,0.87626,0.93579,0.63885,1.11545,0.51633,1.06229,0.00057232,0.00057232,0.00057232
218,3666.13,1.1619,0.59863,1.0326,0.90008,0.87927,0.93643,0.6398,1.11555,0.51471,1.06267,0.00057034,0.00057034,0.00057034
